Symbol,Description,Technical Rating 1 day,Moving Averages Rating 1 day,Oscillators Rating 1 day,Relative Strength Index (14) 1 day,Momentum (10) 1 day,Awesome Oscillator 1 day,Commodity Channel Index (20) 1 day,"Stochastic (14,3,3) 1 day, %K","Stochastic (14,3,3) 1 day, %D",Candlestick Pattern 1 day
FFIN,"First Financial Bankshares, Inc.",Buy,Strong buy,Buy,61.37237554,1,1.836508824,91.12663491,75.24953096,75.21787476,
ENPH,"Enphase Energy, Inc.",Sell,Sell,Sell,47.56096845,3.87,-2.400218824,48.00295239,82.24318197,74.28344107,Spinning Top Black
PAGP,"Plains GP Holdings, L.P.",Buy,Strong buy,Neutral,52.13254776,-0.19,-0.475817353,-23.52863543,43.95113663,34.02518544,
LAZ,"Lazard, Inc.",Strong buy,Strong buy,Buy,61.45406898,1.04,4.087030882,65.42202762,66.2716848,65.80906912,Marubozu White
MXL,"MaxLinear, Inc",Buy,Strong buy,Sell,78.58798889,30.34,21.14017088,211.6310101,83.48127203,84.3975442,
MRCY,Mercury Systems Inc,Sell,Strong sell,Sell,41.71091752,-5.46,0.872377059,-30.94612548,24.37432982,41.60517173,
HCC,"Warrior Met Coal, Inc.",Sell,Strong sell,Sell,47.52134855,-0.32,-0.626505588,-54.39180293,39.78955224,43.64592579,
TPC,Tutor Perini Corporation,Strong buy,Strong buy,Buy,66.54795533,3.7,7.866324118,93.16676669,91.44814083,87.18923299,
GPGI,"GPGI, Inc.",Sell,Strong sell,Neutral,38.54711665,-0.5,-0.890694118,-107.4401683,29.68253968,34.03464111,
FOUR,"Shift4 Payments, Inc.",Sell,Strong sell,Neutral,45.6397968,-0.47,1.917364118,-5.161021603,47.75081595,63.35188262,
ALK,"Alaska Air Group, Inc.",Sell,Strong sell,Neutral,47.63530739,0.47,1.969754118,28.49455702,40.46520247,45.27891794,
FELE,"Franklin Electric Co., Inc.",Strong buy,Strong buy,Neutral,62.97737277,0.25,5.266764706,87.58686836,84.94831384,77.71001648,
WHD,"Cactus, Inc. Class A Common Stock",Strong buy,Strong buy,Buy,69.19507151,3.77,5.050637059,136.8863337,94.09793672,92.16487356,Spinning Top Black
DOCS,"Doximity, Inc.",Buy,Buy,Neutral,54.14631368,2,0.216714706,99.23150613,66.60130719,65.16339869,
FOLD,"Amicus Therapeutics, Inc.",Strong buy,Strong buy,Buy,72.14546944,0.03,0.042970588,219.0611664,66.66666667,62.96296296,"Gravestone Doji, Long Upper Shadow"
KLIC,"Kulicke and Soffa Industries, Inc.",Buy,Strong buy,Sell,73.56216232,8.48,13.79731676,95.10628911,89.39440751,92.17448936,
TDW,Tidewater Inc.,Strong buy,Strong buy,Neutral,69.20032969,3.29,5.156211765,257.2207174,80.00942884,68.98360069,
OSCR,"Oscar Health, Inc.",Buy,Strong buy,Neutral,74.75423744,1.7,2.718976471,105.8413349,89.37561499,88.31701163,
SHC,Sotera Health Company,Buy,Buy,Neutral,56.73918482,0.11,1.040161765,49.58628086,49.08198797,51.64404347,
LOPE,"Grand Canyon Education, Inc.",Sell,Strong sell,Neutral,44.20764173,-0.36,0.600639794,-122.0348377,23.81263617,40.87027091,
MDU,"MDU Resources Group, Inc.",Buy,Strong buy,Neutral,57.81922094,0.24,0.541652647,60.64637942,55.76583396,48.82737161,
UNF,Unifirst Corporation,Neutral,Buy,Sell,51.05872263,-1.52,-0.991903824,23.84265517,54.40925633,62.00531436,
RDNT,"RadNet, Inc.",Sell,Sell,Neutral,46.3626394,1.52,-0.998042647,59.55093034,35.86882057,39.01326207,Long Upper Shadow
MMYT,MakeMyTrip Limited,Neutral,Buy,Neutral,54.40160182,4.12,3.259777941,63.81480407,61.31940829,62.94528189,
RELY,"Remitly Global, Inc.",Buy,Strong buy,Neutral,77.79556602,3.95,3.652252941,103.4214419,93.88640694,93.18922303,
KBR,"KBR, Inc.",Sell,Strong sell,Neutral,34.75415171,-1.6,-1.165203824,-144.2444042,9.359249272,9.117609823,
SKY,"Champion Homes, Inc.",Buy,Buy,Neutral,53.70828801,1.21,4.597744118,80.18324488,71.6886137,75.60363152,Long Upper Shadow
OLED,Universal Display Corporation,Strong sell,Strong sell,Neutral,43.97759782,-5.54,3.200704412,14.97658852,60.03484464,72.08677298,
ACHR,Archer Aviation Inc.,Neutral,Neutral,Buy,50.88743494,0.45,0.140191176,38.64004317,44.93645969,51.75235232,Bullish Engulfing
CNR,"Core Natural Resources, Inc.",Sell,Strong sell,Neutral,42.62889796,-1.72,-9.151939706,-59.72551331,23.04545805,22.17063191,
NWE,"NorthWestern Energy Group, Inc.",Strong buy,Strong buy,Buy,59.83637306,3.55,2.514332353,73.57691766,53.04852581,48.64424214,
IBOC,International Bancshares Corporation,Strong buy,Strong buy,Neutral,57.92445424,-0.66,2.562652941,54.65519111,70.68716054,73.14043694,
MAT,"Mattel, Inc.",Sell,Strong sell,Buy,44.04691988,0.19,-0.103439706,23.23923353,37.94871795,48.20512821,
MWA,MUELLER WATER PRODUCTS,Neutral,Buy,Neutral,49.67452633,-2.02,-0.281119118,-18.0879576,25.53606238,21.57883786,
LEGN,Legend Biotech Corporation,Buy,Strong buy,Buy,64.79920797,5.96,5.102214412,85.71256888,68.35535977,75.55066079,
SLM,SLM Corporation,Neutral,Buy,Neutral,62.80910776,1.48,1.973621471,146.4214936,76.65962508,79.92508104,
ZETA,Zeta Global Holdings Corp.,Buy,Strong buy,Neutral,58.12544417,2.46,0.866519412,87.43057222,71.86400938,72.95818679,
TREX,"Trex Company, Inc.",Buy,Strong buy,Neutral,62.46883246,1.95,3.863682941,74.90069063,76.99075352,76.85537035,
VISN,"Vistance Networks, Inc.",Buy,Strong buy,Neutral,64.51952935,0.23,0.734055882,128.9981002,87.51438032,81.93433793,
ACIW,"ACI Worldwide, Inc.",Buy,Strong buy,Neutral,56.2378692,2.13,2.278227941,59.04957013,53.41305431,58.04683607,
GFF,Griffon Corporation,Buy,Strong buy,Neutral,80.53029023,13.45,14.76930441,117.8879311,96.26130997,94.59396485,
BCO,Brinks Company (The),Sell,Strong sell,Neutral,44.61999691,-0.04,4.889226765,8.26177511,48.33346982,57.53195431,
REYN,Reynolds Consumer Products Inc.,Sell,Strong sell,Buy,39.15327983,-0.99,-0.369542647,-81.89668678,12.45421245,11.36554729,
OPCH,"Option Care Health, Inc.",Strong sell,Strong sell,Neutral,42.31813279,-1,-0.198733824,-2.496096826,37.37477545,48.08646392,
MWH,"SOLV Energy, Inc.",Buy,Strong buy,Sell,71.43404306,5.32,5.748181176,121.1825233,91.02427669,92.23416807,
AIR,AAR Corp.,Sell,Sell,Neutral,44.19223326,-13.57,0.634057353,-71.00080442,8.175527942,15.88889691,Spinning Top Black
TCBI,"Texas Capital Bancshares, Inc.",Neutral,Buy,Neutral,51.35620184,-1.97,5.201508824,-6.136855962,44.54278067,57.13847507,
LAUR,"Laureate Education, Inc.",Sell,Strong sell,Neutral,36.66185416,-2.17,-1.491861697,-179.5379799,10.55809466,21.32115306,
LEU,Centrus Energy Corp.,Buy,Strong buy,Neutral,59.72108493,29.99,14.68953353,140.2305419,76.08666482,79.33045256,
NVST,Envista Holdings Corporation,Buy,Strong buy,Neutral,51.03612555,-0.14,1.007714706,27.09319501,46.51143588,55.46748135,Long Upper Shadow
SFBS,"ServisFirst Bancshares, Inc.",Buy,Strong buy,Neutral,59.32166399,0.97,3.763778235,81.69255156,84.59808808,83.391251,
PTEN,"Patterson-UTI Energy, Inc.",Buy,Strong buy,Sell,61.85268213,0.9,0.405103235,153.9330521,90.58553304,85.70004971,
SRAD,Sportradar Group AG,Sell,Strong sell,Neutral,35.96582754,-2.21,-3.077639706,-123.4853217,24.29052429,24.93701184,
SMR,NuScale Power Corporation,Buy,Buy,Neutral,55.25434111,3.07,1.279119118,73.90387087,67.19022688,73.92339867,
SHAK,"Shake Shack, Inc.",Buy,Strong buy,Neutral,57.31189989,0.86,7.338535588,59.62400237,58.40094304,60.73639919,
AZZ,AZZ Inc.,Buy,Strong buy,Neutral,65.82931867,5.42,10.27636588,129.5998512,86.93406886,83.80232526,
QS,QuantumScape Corporation,Neutral,Neutral,Neutral,52.74748088,0.62,0.749282353,67.1692062,32.5045914,48.72331273,Long Upper Shadow
ENVA,"Enova International, Inc.",Buy,Strong buy,Neutral,76.35094851,22.89,22.33576029,109.5816861,90.09526006,91.26204849,
FHI,"Federated Hermes, Inc.",Buy,Buy,Sell,50.52575657,0.48,-0.131816176,-69.22270866,41.22807018,46.15009747,
BFAM,Bright Horizons Family Solutions Inc.,Sell,Strong sell,Sell,47.08740095,-1.55,2.321604412,-79.67905903,24.70091485,43.54734068,
MTN,"Vail Resorts, Inc.",Sell,Strong sell,Neutral,35.44611101,-9.67,-4.191029412,-218.091843,8.288504812,23.68239305,
MIAX,"Miami International Holdings, Inc.",Strong buy,Strong buy,Neutral,72.51668951,3.83,4.070475294,115.8282443,96.60554782,92.49331356,
ALHC,"Alignment Healthcare, Inc.",Buy,Strong buy,Neutral,57.40291154,-0.03,2.083535294,39.34318798,39.96062511,53.03111536,
PVH,PVH Corp.,Buy,Strong buy,Neutral,66.74048038,4.38,18.32671588,61.25293235,67.60753746,75.666553,Spinning Top Black
TBBB,BBB Foods Inc.,Neutral,Neutral,Neutral,48.54854248,0.4,2.707544794,-16.18258112,41.42907427,60.12043912,
CSTM,Constellium SE,Buy,Strong buy,Neutral,66.17151114,0.79,3.608590882,87.21178284,86.90712841,85.72595931,
MARA,"MARA Holdings, Inc.",Buy,Buy,Neutral,61.2424815,0.82,2.071164706,64.43029157,80.31491773,85.61028296,
EPR,EPR Properties,Buy,Strong buy,Neutral,54.01575982,0.53,2.355238235,47.90626206,75.23705852,81.43167396,
FTDR,"Frontdoor, Inc.",Buy,Strong buy,Neutral,53.47951825,2.46,1.910860294,62.56283839,70.37250326,73.68264438,
VSCO,Victorias Secret & Co.,Buy,Strong buy,Buy,54.5755026,2.6,5.318092941,60.08891855,53.81361068,59.014162,
ACLS,"Axcelis Technologies, Inc.",Buy,Strong buy,Sell,76.8297095,26.72,34.55391147,112.0627757,89.1735998,93.81354109,
NVTS,Navitas Semiconductor Corporation,Buy,Strong buy,Neutral,78.77215663,8.48,6.627530882,129.2271877,85.29838543,88.744624,
FULT,Fulton Financial Corporation,Strong buy,Strong buy,Buy,59.16676704,0.3,1.210132353,57.06312548,61.95324669,69.20920693,
DAN,Dana Incorporated,Buy,Strong buy,Sell,68.11016446,1.79,3.905222059,113.8720307,90.14952761,91.47412328,
WIX,Wix.com Ltd.,Neutral,Sell,Buy,49.51872261,11.59,-5.952799706,-1.006666212,55.39465101,53.12374068,
VVV,Valvoline Inc.,Sell,Strong sell,Neutral,44.60817225,-0.32,-0.714169412,-45.13212925,23.05853926,19.72625417,
SKT,Tanger Inc.,Strong buy,Strong buy,Buy,60.12073932,0.35,1.250835294,59.27628192,79.57386059,81.8918048,
TFSL,TFS Financial Corporation,Strong buy,Strong buy,Buy,62.36175673,0.2,0.674132353,76.35963414,63.62360568,62.66448163,
CRGY,Crescent Energy Company,Buy,Strong buy,Neutral,54.1366518,0.02,-0.066944118,13.188902,62.15924275,52.74209876,
INDV,"Indivior Pharmaceuticals, Inc.",Strong buy,Strong buy,Neutral,62.6318419,2.71,1.873323529,153.469453,84.74871977,84.86062428,
CVCO,"Cavco Industries, Inc.",Buy,Buy,Neutral,58.5702368,14.31,34.81570794,90.9124859,84.20467316,83.42693911,
LRN,"Stride, Inc.",Buy,Strong buy,Neutral,63.51828316,5.91,8.698333529,71.0836724,70.13438096,78.814282,
HRI,Herc Holdings Inc.,Buy,Buy,Buy,64.9207761,20.58,10.90205353,184.0502216,85.66577992,80.7349473,
CNO,"CNO Financial Group, Inc.",Strong buy,Strong buy,Buy,67.38470748,1.65,2.141855882,106.1227213,83.43368511,79.3966349,
THO,"Thor Industries, Inc.",Sell,Strong sell,Neutral,43.02838006,-0.61,-0.408544118,28.80297069,37.78718259,38.80697217,
IRTC,"iRhythm Holdings, Inc.",Buy,Buy,Neutral,55.35323459,5.51,2.275286765,114.603725,63.4052946,56.65780223,
CUZ,Cousins Properties Incorporated,Buy,Strong buy,Neutral,68.06810482,2,1.753293824,118.867477,86.67506149,83.13979765,
YSS,York Space Systems Inc.,Neutral,Sell,Neutral,51.17435225,-1.29,9.895533235,-5.249207361,36.62548659,57.29087029,
SLGN,Silgan Holdings Inc.,Sell,Strong sell,Sell,39.78064079,-2.79,-0.413795588,-62.96307281,12.29427295,19.22351504,Long Upper Shadow
STNG,Scorpio Tankers Inc.,Buy,Strong buy,Neutral,62.01061862,3.29,3.125202941,238.4928858,89.36065411,75.73866725,
WSC,WillScot Holdings Corporation,Buy,Strong buy,Neutral,75.14263852,3.6,3.250497059,136.3256605,89.77843989,89.89424382,
JOE,St. Joe Company (The),Strong buy,Strong buy,Neutral,66.36616748,3.71,2.554426471,146.4728376,91.0268659,84.94099287,Spinning Top White
TNL,Travel Leisure Co.,Strong sell,Strong sell,Sell,36.42424086,-11.84,-2.709129706,-107.111023,11.5100087,16.63208209,
SAIC,Science Applications International Corporation,Strong sell,Strong sell,Sell,45.23592051,-1.22,-0.078205882,-52.02125202,31.83453237,36.20103917,
DLO,DLocal Limited,Buy,Strong buy,Neutral,62.24596465,0.14,0.695982353,113.6590942,75.27593819,69.00331126,Long Upper Shadow
CRNX,"Crinetics Pharmaceuticals, Inc.",Sell,Sell,Buy,49.01308603,-0.04,1.418110294,16.24664716,32.41369713,43.34588895,
CBT,Cabot Corporation,Strong buy,Strong buy,Neutral,63.97026217,2.74,3.392882059,191.7624911,87.05772893,83.15069519,
UCB,"United Community Banks, Inc.",Strong buy,Strong buy,Neutral,55.86779066,-0.48,1.3147,33.86327915,47.15894723,47.1541528,
GPI,"Group 1 Automotive, Inc.",Neutral,Neutral,Neutral,54.18586283,1.5,15.21771765,61.64494097,55.81875944,61.82506777,
MMSI,"Merit Medical Systems, Inc.",Strong sell,Strong sell,Neutral,40.55971037,-3.14,-0.359669118,-78.94744564,27.86172763,37.71929935,
AMRX,"Amneal Pharmaceuticals, Inc.",Sell,Sell,Sell,46.143139,-0.26,0.326839706,-10.39007408,25.62536358,34.25441148,Long Upper Shadow
NAVN,"Navan, Inc.",Buy,Strong buy,Neutral,73.2144202,2.33,3.564726471,110.6448786,84.38133874,82.48816768,
TPH,"Tri Pointe Homes, Inc.",Buy,Strong buy,Sell,72.66144454,0.05,0.202308824,94.01709402,67.11309524,68.19879467,Shooting Star
INSW,"International Seaways, Inc.",Buy,Strong buy,Neutral,65.54388269,5.39,4.505891471,219.3522,85.15361176,76.84832628,
NNNN,Anbio Biotechnology,Buy,Strong buy,Sell,56.83194499,-0.89,2.556292647,9.148615329,43.8332803,48.16674245,
CC,Chemours Company (The),Buy,Strong buy,Neutral,76.50120095,3.43,3.393535294,225.9607718,95.40736712,93.88208401,Spinning Top Black
IRDM,Iridium Communications Inc,Buy,Strong buy,Sell,57.37180176,2.165,8.404085,27.09737593,55.53482132,67.53230222,Bearish Engulfing
GTX,Garrett Motion Inc.,Buy,Strong buy,Neutral,69.68264112,1.54,1.790079412,146.1462804,91.3411574,91.32716889,
SMG,Scotts Miracle-Gro Company (The),Buy,Strong buy,Neutral,59.68479855,5.87,2.247954412,159.2420407,81.88714496,70.9231293,Spinning Top White
POWI,"Power Integrations, Inc.",Buy,Strong buy,Sell,76.65474026,17.24,17.52705912,124.1370843,84.08155728,85.46701634,
NTSK,"Netskope, Inc.",Neutral,Neutral,Neutral,51.1268754,0.74,0.510803235,55.37103298,60.8959757,69.67770012,
FSLY,"Fastly, Inc.",Buy,Strong buy,Neutral,50.97274342,1.43,-1.531419118,-44.60046912,29.42008487,30.66163759,
LASR,"nLIGHT, Inc.",Buy,Strong buy,Neutral,54.70125495,0.18,7.266118824,71.59164461,77.60249747,84.95790329,
LBTYA,Liberty Global Ltd.,Sell,Strong sell,Sell,38.84195634,-0.76,-0.114676471,-173.8666233,13.15073113,18.43937416,
AXTI,AXT Inc,Buy,Strong buy,Sell,53.9018777,3.705,16.32311294,39.1220862,64.11056955,74.79075747,
BRC,Brady Corporation,Sell,Strong sell,Buy,46.75947334,-2.64,0.064860294,-62.237087,26.84329317,42.25995595,
ANF,Abercrombie & Fitch Company,Sell,Strong sell,Neutral,39.9220511,-6.71,0.264554706,-142.4038604,3.151033245,9.252550132,
CVLT,"Commvault Systems, Inc.",Sell,Sell,Neutral,50.68127668,-1.21,8.945830882,33.32921621,72.04179255,77.93722726,
HRB,"H&R Block, Inc.",Sell,Strong sell,Sell,45.00035686,-0.53,0.045479412,-80.67318726,25.21590408,35.90264864,
USAC,"USA Compression Partners, LP",Sell,Sell,Sell,44.59996857,-0.75,-0.594247059,-55.14184513,49.04761905,45.43650794,Long Upper Shadow
CVSA,Covista Inc.,Neutral,Neutral,Neutral,49.49546572,-0.74,1.562083824,-113.0618812,32.46066863,47.68967179,Marubozu White
MAAS,Maase Inc.,Buy,Buy,Neutral,58.98995852,2.64,3.254653529,52.44164733,25.15715736,27.24488245,
HP,"Helmerich & Payne, Inc.",Buy,Strong buy,Neutral,65.30930669,2.92,1.336070588,217.637078,95.0286267,93.57716635,Spinning Top Black
ABG,Asbury Automotive Group Inc,Sell,Strong sell,Neutral,45.79028126,-5.7,5.09795,-5.195799737,34.07867837,44.87993791,
BANF,BancFirst Corporation,Strong buy,Strong buy,Buy,56.88377553,0.29,3.839620588,50.31881292,38.72811186,43.51283881,
ITRI,"Itron, Inc.",Sell,Strong sell,Neutral,37.86982414,-7.55,-2.066069118,-99.305187,9.615367422,15.9884199,
KTB,"Kontoor Brands, Inc.",Sell,Strong sell,Sell,44.2122484,-3.61,4.512635294,-56.40896476,40.74960521,59.06462609,
BNL,"Broadstone Net Lease, Inc.",Buy,Strong buy,Buy,57.54055434,0.16,0.718036765,54.74662998,76.91730592,76.86544911,
EE,"Excelerate Energy, Inc.",Sell,Sell,Neutral,45.15518816,-0.23,-0.103789706,-26.44828341,36.29191321,41.64639492,
VKTX,"Viking Therapeutics, Inc.",Sell,Strong sell,Neutral,45.55797126,-2.025,-0.579389706,-64.82313507,17.69680584,25.02241106,
FG,"F&G Annuities & Life, Inc.",Buy,Strong buy,Sell,68.25955904,2.73,2.608507353,145.2672208,94.3737595,92.8784916,
MRX,Marex Group plc,Buy,Strong buy,Sell,71.07345731,0.72,7.295381706,90.41266206,86.40288582,79.46969124,Doji
BBWI,"Bath & Body Works, Inc.",Sell,Strong sell,Neutral,46.7647274,0.64,1.223752941,29.56151575,58.44748858,67.32623034,
IRT,"Independence Realty Trust, Inc.",Neutral,Buy,Neutral,53.96558778,0.31,0.301763235,71.25581395,61.95808872,62.0512989,
KRC,Kilroy Realty Corporation,Buy,Buy,Buy,69.24964288,4,2.471836765,115.5765645,87.62446474,84.13441504,
NG,Novagold Resources Inc.,Sell,Strong sell,Neutral,41.31736532,-1.1,-0.280966706,-99.45387299,8.662752772,15.50663188,
HHH,Howard Hughes Holdings Inc.,Sell,Strong sell,Neutral,42.64409508,-0.55,0.861488029,-15.58265583,26.44865175,34.51095181,
ACAD,ACADIA Pharmaceuticals Inc.,Buy,Buy,Buy,52.60373608,0.84,0.365323529,80.8640416,61.22807018,59.51428658,
BULL,Webull Corporation,Buy,Strong buy,Neutral,71.18243978,1.86,1.490497059,92.17057546,80.56911218,82.48974482,
DAVE,Dave Inc.,Buy,Strong buy,Neutral,77.30737733,84.35,63.57204559,99.10836752,90.39362178,91.15835528,
OII,"Oceaneering International, Inc.",Buy,Strong buy,Neutral,57.33496219,0.56,1.777088529,91.91252752,56.72839506,64.77674634,
INDB,Independent Bank Corp.,Buy,Buy,Neutral,50.58569798,-2.26,1.384242647,7.880205618,23.77654272,33.00303098,"Long Upper Shadow, Shooting Star"
ORKA,"Oruka Therapeutics, Inc.",Strong buy,Strong buy,Buy,80.39458038,15.01,18.70328529,181.0588076,73.95997376,83.85972775,
MTRN,Materion Corporation,Buy,Strong buy,Neutral,67.21619888,14.22,27.16887118,103.491841,90.64315891,90.41366734,Bearish Engulfing
FBP,First BanCorp. New,Strong buy,Strong buy,Buy,65.83724905,1.43,2.052623824,133.1333307,83.91062548,86.52884268,
HGV,Hilton Grand Vacations Inc.,Buy,Strong buy,Neutral,55.76855411,-0.13,3.841794118,44.71360224,56.73319937,63.27383959,Shooting Star
VSH,"Vishay Intertechnology, Inc.",Buy,Strong buy,Sell,81.07150649,4.93,6.786520588,96.66643587,92.71123563,93.00086493,
TVTX,"Travere Therapeutics, Inc.",Strong buy,Strong buy,Neutral,66.64394245,10.11,8.028589412,74.12583316,82.689747,80.3521231,Shooting Star
PJT,PJT Partners Inc.,Buy,Buy,Neutral,59.01442669,-0.44,11.94029706,29.63731391,57.18851315,60.95496552,Marubozu White
RNST,Renasant Corporation,Strong buy,Strong buy,Buy,60.75887956,0.22,2.368529412,54.65637503,64.48039171,69.80269667,
ELF,"e.l.f. Beauty, Inc.",Strong sell,Strong sell,Neutral,40.93460609,-1.9,-1.600661765,-17.85830455,48.58657244,54.57279427,
BLLN,"BillionToOne, Inc.",Sell,Sell,Neutral,50.31841645,3.06,7.878483824,10.77367257,39.08475783,47.64363723,Bearish Engulfing
TNGX,"Tango Therapeutics, Inc.",Buy,Strong buy,Neutral,67.84041665,4.77,5.304154412,80.2625524,73.28273223,77.40225328,Doji
WSFS,WSFS Financial Corporation,Strong buy,Strong buy,Buy,69.55563374,2.28,3.965779412,136.9244827,76.83629777,71.20420027,Long Upper Shadow
TWST,Twist Bioscience Corporation,Buy,Strong buy,Neutral,63.61711766,10.62,11.09238824,80.07498264,69.41072999,73.59499772,
TMDX,"TransMedics Group, Inc.",Strong sell,Strong sell,Neutral,44.21145217,-5.24,-0.431567647,0.192777663,36.87757043,53.20764749,
KAI,Kadant Inc,Neutral,Neutral,Neutral,49.22894094,-11.67,9.899322059,10.48589573,50.78435328,63.23619169,Spinning Top White
OTTR,Otter Tail Corporation,Buy,Strong buy,Neutral,54.04621857,-2.9,0.095404412,26.50671658,46.74384949,38.62357292,
NHI,"National Health Investors, Inc.",Sell,Strong sell,Buy,31.35621102,-8.2,-4.655490588,-147.8413098,15.83663875,18.14566593,
CATY,Cathay General Bancorp,Strong buy,Strong buy,Buy,67.71772379,2.04,3.591788235,107.0061285,88.07010757,83.7354533,
AGO,Assured Guaranty Ltd.,Sell,Sell,Neutral,49.81320113,0.51,0.566607353,58.4544941,50.02156847,52.54856883,Long Upper Shadow
BILL,"BILL Holdings, Inc.",Sell,Strong sell,Neutral,44.95323573,0.79,-0.460083824,-33.71196186,42.281528,55.48578406,
PI,"Impinj, Inc.",Neutral,Buy,Sell,65.14693416,17.41,16.59760029,126.8694013,86.47612438,87.28016774,Bearish Engulfing
UCTT,"Ultra Clean Holdings, Inc.",Buy,Strong buy,Neutral,68.6489717,4.13,12.66960853,81.21374606,86.65422115,87.73040836,
CALM,"Cal-Maine Foods, Inc.",Neutral,Sell,Buy,48.44533422,1.81,-3.219049706,2.972745912,61.75880118,47.83898429,
USLM,"United States Lime & Minerals, Inc.",Sell,Sell,Sell,46.98785898,-10.09,3.244984118,-96.73276243,24.5899705,28.57817109,
HGTY,"Hagerty, Inc.",Sell,Strong sell,Neutral,47.96587504,-0.15,0.043754412,-37.16050975,27.83171521,26.29642472,
COLD,"Americold Realty Trust, Inc.",Neutral,Neutral,Neutral,51.38035593,-0.02,0.632395588,52.46899288,65.20987414,67.00366752,
GTLB,GitLab Inc.,Sell,Sell,Neutral,46.33762944,1.42,-0.22424,2.444803393,45.27726996,50.27422303,
BFH,"Bread Financial Holdings, Inc.",Buy,Strong buy,Buy,61.96990124,7.81,12.70711029,56.16128125,56.89363704,71.55018287,
MCHB,Mechanics Bancorp,Buy,Buy,Buy,58.3769015,0.85,0.626514706,122.4811704,76.36129032,69.77947237,
VEON,VEON Ltd.,Neutral,Buy,Neutral,50.36892596,-0.885,3.019116176,31.94913124,60.60040756,73.90132779,
ASO,"Academy Sports and Outdoors, Inc.",Sell,Sell,Sell,47.772095,-0.62,1.298219706,-26.85420425,42.11289193,49.16435291,
MMED,"MiniMed Group, Inc.",Sell,Strong sell,Neutral,35.05132145,-1.47,-1.867217059,-109.7450421,15.34237503,17.1341584,
WHR,Whirlpool Corporation,Neutral,Sell,Buy,46.01647453,-0.26,-0.017674118,6.397631266,31.82069097,35.61868071,
BETA,"Beta Technologies, Inc.",Sell,Strong sell,Neutral,44.71043546,-1.2,-0.297245882,-50.7354039,13.59745805,23.84477078,Bullish Engulfing
CARG,"CarGurus, Inc.",Buy,Strong buy,Neutral,66.74520366,2.89,3.003895588,101.8428638,80.38940225,83.68736585,
BMI,"Badger Meter, Inc.",Strong sell,Strong sell,Sell,33.87806768,-38.04,-24.30123118,-86.13674459,20.8672625,20.92463864,
LIF,"Life360, Inc.",Neutral,Sell,Neutral,50.75999891,4.89,3.483184706,41.96877312,57.63732129,63.56491932,
CVBF,CVB Financial Corporation,Buy,Strong buy,Neutral,55.21093068,-0.28,0.635338235,17.88807579,36.92202307,45.42734963,
CPRX,"Catalyst Pharmaceuticals, Inc.",Strong buy,Strong buy,Buy,74.65157301,3.93,2.334125,309.8896296,78.61439109,80.50779802,
CTRI,"Centuri Holdings, Inc.",Strong buy,Strong buy,Buy,69.38416176,1.67,2.749476176,111.4936391,93.36743025,90.62038058,
HWKN,"Hawkins, Inc.",Buy,Strong buy,Neutral,73.59455329,20.5,16.66407088,164.6177863,92.17914831,85.04926767,
NAMS,NewAmsterdam Pharma Company N.V.,Sell,Strong sell,Neutral,41.80127291,-5.8,-0.102363235,-125.2491779,6.376388539,6.661459593,Spinning Top Black
SYNA,Synaptics Incorporated,Buy,Strong buy,Neutral,69.18385021,17.76,11.61561471,162.3294899,86.86130274,82.20765855,Bearish Harami
LION,Lionsgate Studios Corp,Strong buy,Strong buy,Buy,66.97458266,1.17,1.343675294,119.7702184,68.36045243,62.61000552,
MMS,"Maximus, Inc.",Sell,Strong sell,Neutral,36.35072757,-2.32,-1.160271765,-28.11310774,29.87616941,44.43108696,
HNGE,"Hinge Health, Inc.",Buy,Strong buy,Neutral,62.43336579,7.2,2.697642647,106.0445047,86.63036903,86.35813672,
BHF,"Brighthouse Financial, Inc.",Buy,Strong buy,Neutral,59.56458335,0.65,1.345046765,73.55392721,79.52578227,82.43835618,
GBDC,"Golub Capital BDC, Inc.",Buy,Strong buy,Buy,59.9078212,0.66,0.582748529,73.5171362,62.6984127,60.40057348,
SIG,Signet Jewelers Limited,Strong sell,Strong sell,Sell,44.56661792,-5.15,2.567617647,-44.46723784,26.57664061,40.13623133,
CNS,Cohen & Steers Inc,Buy,Strong buy,Neutral,61.66310897,3.64,3.916642647,99.14096841,73.54925776,77.36460795,
MZTI,The Marzetti Company,Sell,Strong sell,Neutral,31.39399359,-15.74,-13.35761618,-121.1055333,11.29293823,8.685258089,Spinning Top White
ACMR,"ACM Research, Inc.",Buy,Strong buy,Neutral,58.42729034,3.61,7.186557647,92.7536812,81.33333744,88.03975787,
AAP,Advance Auto Parts Inc.,Buy,Strong buy,Buy,59.20181095,1.51,4.598283235,78.32539298,66.5892012,76.2277537,
PAY,"Paymentus Holdings, Inc.",Buy,Strong buy,Neutral,58.1557179,2.14,2.243436588,56.86376057,56.65780927,64.34651238,
BWIN,"The Baldwin Insurance Group, Inc.",Buy,Buy,Neutral,57.01479877,2.27,3.021276471,60.61502418,67.31182796,74.15770609,
MNDY,monday.com Ltd.,Neutral,Sell,Neutral,48.52096287,4.47,-1.876210294,52.66718709,57.85655058,60.28192371,
SOUN,"SoundHound AI, Inc.",Buy,Buy,Neutral,58.41988453,1.32,0.919447059,81.26941483,67.5245098,66.62581699,
